State,County,Soil_Texture,Soil_pH,Organic_Matter(%),Soil_Depth(cm),Drainage_Class
PENNSYLVANIA,HUNTINGDON,Clay,6.28,2.61,75,Poorly Drained
PENNSYLVANIA,JUNIATA,Silt,6.96,3.31,125,Well Drained
PENNSYLVANIA,MIFFLIN,Loam,7.26,2.23,125,Well Drained
PENNSYLVANIA,MONTOUR,Loam,6.84,2.91,50,Moderately Drained
PENNSYLVANIA,NORTHUMBERLAND,Loam,6.02,4.17,125,Moderately Drained
PENNSYLVANIA,PERRY,Sandy Loam,6.85,4.92,75,Moderately Drained
PENNSYLVANIA,SNYDER,Clay,6.09,4.73,75,Well Drained
PENNSYLVANIA,UNION,Sandy Loam,6.94,4.74,125,Poorly Drained
PENNSYLVANIA,LEHIGH,Loam,7.41,2.61,75,Poorly Drained
PENNSYLVANIA,LUZERNE,Clay,6.94,2.88,100,Moderately Drained
PENNSYLVANIA,NORTHAMPTON,Loam,7.23,3.82,100,Poorly Drained
PENNSYLVANIA,SCHUYLKILL,Sandy Loam,5.5,4.69,75,Poorly Drained
PENNSYLVANIA,CLINTON,Sandy Loam,6.94,1.57,125,Moderately Drained
PENNSYLVANIA,ELK,Sandy Loam,7.16,2.22,50,Moderately Drained
PENNSYLVANIA,LYCOMING,Loam,5.58,1.56,125,Well Drained
PENNSYLVANIA,SULLIVAN,Clay,7.24,3.45,50,Well Drained
PENNSYLVANIA,TIOGA,Clay,6.01,2.23,125,Well Drained
PENNSYLVANIA,WYOMING,Loam,6.83,2.3,75,Well Drained
PENNSYLVANIA,CRAWFORD,Clay,7.1,1.28,100,Poorly Drained
PENNSYLVANIA,ERIE,Loam,6.83,2.4,125,Poorly Drained
PENNSYLVANIA,MERCER,Clay,5.68,4.45,50,Well Drained
PENNSYLVANIA,VENANGO,Silt,6.69,1.93,100,Well Drained
PENNSYLVANIA,WARREN,Silt,6.6,3.78,50,Moderately Drained
PENNSYLVANIA,ADAMS,Sandy Loam,7.3,3.52,75,Poorly Drained
PENNSYLVANIA,BEDFORD,Silt,6.31,4.45,100,Poorly Drained
PENNSYLVANIA,CUMBERLAND,Silt,6.14,1.53,50,Well Drained
PENNSYLVANIA,FRANKLIN,Silt,7.0,4.91,125,Poorly Drained
PENNSYLVANIA,FULTON,Loam,6.33,3.33,75,Moderately Drained
PENNSYLVANIA,YORK,Silt,6.79,4.98,75,Moderately Drained
PENNSYLVANIA,BERKS,Silt,6.79,4.65,75,Poorly Drained
PENNSYLVANIA,BUCKS,Sandy Loam,7.28,1.89,125,Well Drained
PENNSYLVANIA,CHESTER,Silt,6.7,1.22,125,Poorly Drained
PENNSYLVANIA,LANCASTER,Silt,6.5,2.02,100,Moderately Drained
PENNSYLVANIA,LEBANON,Clay,5.78,3.11,125,Well Drained
PENNSYLVANIA,MONTGOMERY,Sandy Loam,5.73,1.69,100,Poorly Drained
PENNSYLVANIA,FAYETTE,Sandy Loam,5.81,1.67,75,Well Drained
PENNSYLVANIA,GREENE,Sandy Loam,5.84,2.85,100,Well Drained
PENNSYLVANIA,SOMERSET,Sandy Loam,6.78,1.13,50,Moderately Drained
PENNSYLVANIA,WASHINGTON,Sandy Loam,6.98,1.49,75,Well Drained
PENNSYLVANIA,WESTMORELAND,Sandy Loam,6.56,2.66,75,Poorly Drained
PENNSYLVANIA,ARMSTRONG,Loam,7.16,1.25,100,Well Drained
PENNSYLVANIA,BEAVER,Silt,7.48,2.59,75,Well Drained
PENNSYLVANIA,BUTLER,Sandy Loam,7.14,2.9,125,Poorly Drained
PENNSYLVANIA,CLARION,Silt,6.89,2.81,50,Moderately Drained
PENNSYLVANIA,INDIANA,Silt,6.56,4.48,100,Moderately Drained
PENNSYLVANIA,JEFFERSON,Loam,6.4,3.12,100,Poorly Drained
PENNSYLVANIA,LAWRENCE,Sandy Loam,5.67,2.87,75,Poorly Drained
SOUTH CAROLINA,OTHER COUNTIES,Clay,6.3,2.64,125,Moderately Drained
SOUTH CAROLINA,CALHOUN,Loam,7.32,4.27,75,Well Drained
SOUTH CAROLINA,CLARENDON,Clay,7.12,4.58,75,Poorly Drained
SOUTH CAROLINA,LEE,Silt,5.93,4.41,100,Well Drained
SOUTH CAROLINA,ORANGEBURG,Silt,6.43,3.69,75,Poorly Drained
SOUTH CAROLINA,SUMTER,Loam,7.13,1.55,50,Moderately Drained
SOUTH CAROLINA,CHESTERFIELD,Loam,5.63,2.11,75,Well Drained
SOUTH CAROLINA,DARLINGTON,Clay,6.27,1.18,75,Well Drained
SOUTH CAROLINA,DILLON,Sandy Loam,7.2,4.72,100,Poorly Drained
SOUTH CAROLINA,FLORENCE,Clay,6.31,3.64,75,Well Drained
SOUTH CAROLINA,GEORGETOWN,Loam,5.66,3.99,125,Poorly Drained
SOUTH CAROLINA,HORRY,Clay,6.59,2.25,100,Moderately Drained
SOUTH CAROLINA,MARION,Loam,7.22,4.38,75,Well Drained
SOUTH CAROLINA,MARLBORO,Clay,6.68,2.04,50,Poorly Drained
SOUTH CAROLINA,WILLIAMSBURG,Loam,5.95,1.01,50,Well Drained
SOUTH CAROLINA,CHESTER,Loam,6.27,2.51,100,Poorly Drained
SOUTH CAROLINA,LANCASTER,Loam,6.4,3.28,100,Poorly Drained
SOUTH CAROLINA,GREENVILLE,Sandy Loam,6.66,2.91,75,Poorly Drained
SOUTH CAROLINA,OCONEE,Clay,7.02,4.45,125,Moderately Drained
SOUTH CAROLINA,BAMBERG,Clay,5.7,1.42,75,Well Drained
SOUTH CAROLINA,BERKELEY,Clay,7.28,3.22,50,Moderately Drained
SOUTH CAROLINA,DORCHESTER,Loam,5.52,3.05,125,Poorly Drained
SOUTH CAROLINA,HAMPTON,Clay,6.24,2.13,125,Poorly Drained
SOUTH CAROLINA,EDGEFIELD,Clay,5.55,4.29,125,Moderately Drained
SOUTH CAROLINA,NEWBERRY,Loam,6.29,4.01,75,Moderately Drained
SOUTH DAKOTA,OTHER COUNTIES,Silt,6.55,3.93,50,Well Drained
SOUTH DAKOTA,AURORA,Loam,6.52,4.5,100,Poorly Drained
SOUTH DAKOTA,BRULE,Clay,5.83,3.89,75,Moderately Drained
SOUTH DAKOTA,HAND,Loam,6.79,1.93,100,Poorly Drained
SOUTH DAKOTA,HUGHES,Silt,5.59,3.82,125,Poorly Drained
SOUTH DAKOTA,JERAULD,Loam,7.02,2.23,125,Well Drained
SOUTH DAKOTA,SULLY,Clay,7.39,1.97,75,Well Drained
SOUTH DAKOTA,BROOKINGS,Silt,6.18,1.29,50,Well Drained
SOUTH DAKOTA,DAVISON,Sandy Loam,6.53,3.98,125,Moderately Drained
SOUTH DAKOTA,HANSON,Clay,6.26,3.84,100,Poorly Drained
SOUTH DAKOTA,MCCOOK,Silt,5.51,1.94,100,Moderately Drained
SOUTH DAKOTA,MINER,Silt,6.27,4.0,75,Moderately Drained
SOUTH DAKOTA,MOODY,Sandy Loam,7.08,4.67,100,Well Drained
SOUTH DAKOTA,BROWN,Loam,6.69,1.43,50,Poorly Drained
SOUTH DAKOTA,CAMPBELL,Loam,5.7,1.93,125,Poorly Drained
SOUTH DAKOTA,EDMUNDS,Clay,7.19,4.0,100,Well Drained
SOUTH DAKOTA,MCPHERSON,Sandy Loam,6.56,2.1,100,Poorly Drained
SOUTH DAKOTA,SPINK,Loam,7.18,3.5,125,Well Drained
SOUTH DAKOTA,CLARK,Sandy Loam,6.66,1.32,75,Moderately Drained
SOUTH DAKOTA,GRANT,Loam,6.62,2.81,100,Moderately Drained
SOUTH DAKOTA,HAMLIN,Silt,5.71,3.96,75,Well Drained
SOUTH DAKOTA,MARSHALL,Loam,5.83,3.75,75,Moderately Drained
SOUTH DAKOTA,ROBERTS,Sandy Loam,7.44,4.26,100,Moderately Drained
SOUTH DAKOTA,BUTTE,Silt,5.96,4.51,50,Well Drained
SOUTH DAKOTA,CORSON,Silt,7.45,4.09,75,Moderately Drained
SOUTH DAKOTA,PERKINS,Silt,6.56,3.69,100,Poorly Drained
SOUTH DAKOTA,LYMAN,Sandy Loam,5.77,1.13,75,Moderately Drained
SOUTH DAKOTA,BON HOMME,Clay,5.7,3.14,125,Well Drained
SOUTH DAKOTA,CHARLES MIX,Clay,5.92,1.15,50,Poorly Drained
SOUTH DAKOTA,CLAY,Clay,7.35,4.23,50,Poorly Drained
SOUTH DAKOTA,DOUGLAS,Sandy Loam,6.33,2.28,125,Moderately Drained
SOUTH DAKOTA,HUTCHINSON,Silt,6.29,3.25,125,Poorly Drained
SOUTH DAKOTA,LINCOLN,Clay,6.13,2.12,75,Well Drained
SOUTH DAKOTA,TURNER,Sandy Loam,5.79,4.13,125,Poorly Drained
SOUTH DAKOTA,UNION,Clay,6.48,4.55,50,Moderately Drained
SOUTH DAKOTA,YANKTON,Loam,5.76,2.59,125,Moderately Drained
SOUTH DAKOTA,CUSTER,Clay,7.17,4.45,100,Poorly Drained
SOUTH DAKOTA,FALL RIVER,Clay,6.24,2.07,100,Well Drained
SOUTH DAKOTA,HAAKON,Silt,6.25,3.14,75,Well Drained
SOUTH DAKOTA,MEADE,Sandy Loam,6.45,4.44,50,Moderately Drained
TENNESSEE,OTHER COUNTIES,Silt,6.39,2.3,100,Moderately Drained
TENNESSEE,BEDFORD,Silt,7.49,4.82,125,Well Drained
TENNESSEE,CANNON,Silt,6.59,1.49,100,Poorly Drained
TENNESSEE,GILES,Silt,5.68,1.07,100,Poorly Drained
TENNESSEE,LINCOLN,Silt,6.71,4.62,75,Poorly Drained
TENNESSEE,MACON,Clay,5.8,1.27,125,Poorly Drained
TENNESSEE,MARSHALL,Silt,5.56,4.97,125,Well Drained
TENNESSEE,MAURY,Silt,7.44,4.81,125,Moderately Drained
TENNESSEE,RUTHERFORD,Sandy Loam,7.05,1.55,75,Moderately Drained
TENNESSEE,SUMNER,Loam,7.46,3.15,125,Poorly Drained
TENNESSEE,WILSON,Clay,6.46,1.74,125,Well Drained
TENNESSEE,BLEDSOE,Clay,6.56,2.71,100,Well Drained
TENNESSEE,COFFEE,Clay,5.84,1.25,100,Poorly Drained
TENNESSEE,CUMBERLAND,Silt,5.99,1.9,125,Poorly Drained
TENNESSEE,FENTRESS,Silt,7.18,2.45,50,Poorly Drained
TENNESSEE,FRANKLIN,Silt,6.21,2.75,50,Moderately Drained
TENNESSEE,MORGAN,Sandy Loam,7.15,4.91,125,Poorly Drained
TENNESSEE,SEQUATCHIE,Loam,6.92,4.23,50,Moderately Drained
TENNESSEE,WARREN,Silt,5.85,3.95,75,Well Drained
TENNESSEE,WHITE,Loam,6.51,3.15,100,Well Drained
TENNESSEE,DYER,Sandy Loam,6.85,4.36,75,Moderately Drained
TENNESSEE,LAKE,Clay,5.97,2.36,100,Moderately Drained
TENNESSEE,LAUDERDALE,Silt,7.16,3.84,50,Moderately Drained
TENNESSEE,OBION,Loam,6.59,4.98,50,Moderately Drained
TENNESSEE,TIPTON,Loam,5.83,2.26,125,Poorly Drained
TENNESSEE,BLOUNT,Silt,6.67,3.7,50,Well Drained
TENNESSEE,CAMPBELL,Clay,7.5,4.38,50,Poorly Drained
TENNESSEE,GREENE,Clay,5.8,4.66,125,Moderately Drained
TENNESSEE,HAWKINS,Clay,7.13,3.87,125,Poorly Drained
TENNESSEE,MCMINN,Sandy Loam,5.91,2.13,100,Poorly Drained
TENNESSEE,MEIGS,Loam,7.06,2.31,50,Well Drained
TENNESSEE,SULLIVAN,Loam,6.97,1.08,100,Poorly Drained
TENNESSEE,WASHINGTON,Loam,6.1,4.04,100,Well Drained
TENNESSEE,BENTON,Sandy Loam,6.15,1.17,75,Moderately Drained
TENNESSEE,CARROLL,Loam,7.09,4.46,50,Poorly Drained
TENNESSEE,CHESTER,Sandy Loam,6.42,1.47,50,Moderately Drained
TENNESSEE,CROCKETT,Clay,6.96,1.69,75,Well Drained
TENNESSEE,GIBSON,Silt,5.8,2.91,100,Moderately Drained
TENNESSEE,HARDEMAN,Loam,7.21,3.95,50,Moderately Drained
TENNESSEE,HARDIN,Loam,6.92,1.56,100,Well Drained
TENNESSEE,HENDERSON,Clay,7.31,2.76,75,Moderately Drained
TENNESSEE,HENRY,Silt,5.76,2.93,125,Moderately Drained
TENNESSEE,MADISON,Sandy Loam,6.69,1.85,100,Moderately Drained
TENNESSEE,WEAKLEY,Silt,6.7,1.46,50,Poorly Drained
TENNESSEE,HICKMAN,Clay,6.21,4.35,125,Moderately Drained
TENNESSEE,HUMPHREYS,Clay,6.42,3.01,100,Well Drained
TENNESSEE,LAWRENCE,Silt,5.58,1.06,100,Poorly Drained
TENNESSEE,MONTGOMERY,Sandy Loam,6.99,4.21,125,Poorly Drained
TENNESSEE,ROBERTSON,Sandy Loam,6.6,4.92,125,Well Drained
TENNESSEE,STEWART,Loam,5.62,3.42,125,Moderately Drained
TENNESSEE,WAYNE,Sandy Loam,6.86,3.01,50,Poorly Drained
TEXAS,OTHER COUNTIES,Silt,6.43,4.51,50,Poorly Drained
TEXAS,BELL,Clay,5.57,4.81,100,Poorly Drained
TEXAS,COOKE,Loam,7.44,4.02,100,Moderately Drained
TEXAS,DELTA,Loam,7.4,2.78,75,Poorly Drained
TEXAS,ELLIS,Clay,6.53,3.37,50,Well Drained
TEXAS,FALLS,Sandy Loam,5.69,3.8,100,Moderately Drained
TEXAS,GRAYSON,Clay,7.01,1.78,125,Well Drained
TEXAS,HILL,Sandy Loam,6.48,2.79,125,Well Drained
TEXAS,JOHNSON,Clay,6.1,4.32,50,Poorly Drained
TEXAS,MCLENNAN,Silt,6.48,3.62,125,Poorly Drained
TEXAS,MILAM,Sandy Loam,6.54,2.64,75,Poorly Drained
TEXAS,NAVARRO,Silt,6.63,3.65,100,Well Drained
TEXAS,WILLIAMSON,Loam,6.38,1.47,100,Moderately Drained
TEXAS,NUECES,Clay,6.71,2.61,100,Poorly Drained
TEXAS,SAN PATRICIO,Loam,7.34,4.17,50,Poorly Drained
TEXAS,BRAZOS,Loam,6.22,1.88,125,Well Drained
TEXAS,TOM GREEN,Loam,6.95,1.74,75,Moderately Drained
TEXAS,UVALDE,Loam,7.29,4.8,50,Well Drained
TEXAS,HIDALGO,Clay,6.41,1.84,100,Poorly Drained
TEXAS,WILLACY,Loam,6.39,2.04,75,Well Drained
TEXAS,DALLAM,Clay,6.7,4.88,100,Poorly Drained
TEXAS,DEAF SMITH,Clay,6.68,3.94,100,Moderately Drained
TEXAS,HALE,Silt,7.11,3.8,50,Well Drained
TEXAS,OCHILTREE,Sandy Loam,6.45,4.41,100,Poorly Drained
TEXAS,PARMER,Sandy Loam,7.49,1.46,75,Poorly Drained
TEXAS,SHERMAN,Clay,5.62,3.82,100,Poorly Drained
TEXAS,BEE,Silt,5.51,3.01,125,Poorly Drained
TEXAS,BEXAR,Clay,6.78,4.32,100,Well Drained
TEXAS,DE WITT,Clay,6.1,3.03,50,Poorly Drained
TEXAS,FAYETTE,Clay,5.98,3.48,75,Well Drained
TEXAS,GONZALES,Silt,6.12,2.91,50,Poorly Drained
TEXAS,GUADALUPE,Sandy Loam,6.01,2.91,125,Well Drained
TEXAS,KARNES,Silt,5.56,4.07,100,Well Drained
TEXAS,LAVACA,Loam,7.44,3.51,50,Poorly Drained
TEXAS,MEDINA,Silt,5.94,3.53,50,Poorly Drained
TEXAS,TRAVIS,Silt,6.97,2.8,50,Poorly Drained
TEXAS,ATASCOSA,Silt,7.03,3.12,50,Poorly Drained
TEXAS,CALHOUN,Silt,7.36,3.98,125,Moderately Drained
TEXAS,FORT BEND,Sandy Loam,5.56,4.3,125,Poorly Drained
TEXAS,JACKSON,Loam,7.24,3.79,100,Poorly Drained
TEXAS,MATAGORDA,Sandy Loam,6.55,4.7,100,Poorly Drained
TEXAS,VICTORIA,Sandy Loam,6.77,4.28,75,Well Drained
TEXAS,WHARTON,Silt,6.79,3.25,125,Poorly Drained
VIRGINIA,OTHER COUNTIES,Clay,7.14,3.69,50,Well Drained
VIRGINIA,APPOMATTOX,Clay,6.17,4.71,50,Well Drained
VIRGINIA,CAMPBELL,Sandy Loam,6.97,3.48,75,Well Drained
VIRGINIA,CAROLINE,Sandy Loam,6.56,4.3,50,Well Drained
VIRGINIA,ORANGE,Silt,7.09,3.76,75,Moderately Drained
VIRGINIA,SPOTSYLVANIA,Sandy Loam,7.48,3.21,100,Poorly Drained
VIRGINIA,CHARLES CITY,Silt,5.9,1.97,125,Well Drained
VIRGINIA,ESSEX,Clay,7.49,2.7,75,Poorly Drained
VIRGINIA,GLOUCESTER,Clay,5.68,4.87,50,Well Drained
VIRGINIA,KING AND QUEEN,Loam,5.5,3.63,75,Moderately Drained
VIRGINIA,LANCASTER,Clay,5.59,3.26,100,Well Drained
VIRGINIA,MIDDLESEX,Sandy Loam,6.18,4.73,50,Poorly Drained
VIRGINIA,NEW KENT,Clay,6.77,3.35,100,Poorly Drained
VIRGINIA,NORTHAMPTON,Silt,5.64,3.1,100,Moderately Drained
VIRGINIA,NORTHUMBERLAND,Clay,5.51,4.04,75,Poorly Drained
VIRGINIA,RICHMOND,Loam,7.37,3.85,100,Poorly Drained
VIRGINIA,WESTMORELAND,Clay,7.14,1.77,50,Well Drained
VIRGINIA,CULPEPER,Silt,7.12,2.89,100,Poorly Drained
VIRGINIA,FAUQUIER,Silt,7.27,2.89,100,Well Drained
VIRGINIA,FREDERICK,Sandy Loam,6.9,2.51,75,Moderately Drained
VIRGINIA,MADISON,Clay,5.71,3.07,100,Poorly Drained
VIRGINIA,PAGE,Silt,6.3,2.65,125,Well Drained
VIRGINIA,ROCKINGHAM,Loam,6.95,1.8,75,Poorly Drained
VIRGINIA,SHENANDOAH,Sandy Loam,6.06,2.65,75,Well Drained
VIRGINIA,CHESAPEAKE CITY,Loam,6.87,1.29,50,Moderately Drained
VIRGINIA,DINWIDDIE,Clay,5.55,3.3,50,Well Drained
VIRGINIA,ISLE OF WIGHT,Clay,6.11,4.41,50,Poorly Drained
VIRGINIA,MECKLENBURG,Clay,6.6,3.9,50,Well Drained
VIRGINIA,PRINCE GEORGE,Sandy Loam,6.76,2.44,125,Poorly Drained
VIRGINIA,SOUTHAMPTON,Silt,6.65,1.35,75,Moderately Drained
VIRGINIA,SUFFOLK CITY,Sandy Loam,6.9,1.81,100,Well Drained
VIRGINIA,VIRGINIA BEACH CITY,Loam,5.51,3.18,50,Poorly Drained
VIRGINIA,CHARLOTTE,Sandy Loam,5.7,1.83,50,Poorly Drained
VIRGINIA,FRANKLIN,Loam,7.24,3.18,50,Poorly Drained
VIRGINIA,HALIFAX,Sandy Loam,6.86,1.93,100,Well Drained
VIRGINIA,LUNENBURG,Silt,5.73,4.4,50,Well Drained
VIRGINIA,NOTTOWAY,Loam,7.18,2.59,100,Well Drained
VIRGINIA,AUGUSTA,Clay,5.98,1.98,75,Moderately Drained
VIRGINIA,BOTETOURT,Clay,6.46,4.25,75,Poorly Drained
VIRGINIA,CRAIG,Sandy Loam,5.79,2.37,75,Poorly Drained
WASHINGTON,OTHER COUNTIES,Clay,6.92,1.45,125,Moderately Drained
WASHINGTON,YAKIMA,Loam,6.83,3.28,100,Moderately Drained
WASHINGTON,ADAMS,Clay,5.92,3.33,50,Well Drained
WASHINGTON,FRANKLIN,Silt,7.23,3.86,50,Well Drained
WASHINGTON,GRANT,Silt,6.3,1.96,50,Well Drained
WISCONSIN,OTHER COUNTIES,Sandy Loam,6.09,2.78,50,Well Drained
WISCONSIN,JUNEAU,Loam,5.8,2.13,125,Well Drained
WISCONSIN,MARQUETTE,Silt,6.03,1.32,50,Well Drained
WISCONSIN,PORTAGE,Silt,5.54,4.51,125,Moderately Drained
WISCONSIN,WAUPACA,Loam,6.67,3.92,100,Moderately Drained
WISCONSIN,WAUSHARA,Clay,7.18,2.21,75,Moderately Drained
WISCONSIN,WOOD,Clay,6.6,3.4,50,Poorly Drained
WISCONSIN,BROWN,Sandy Loam,5.94,1.81,75,Poorly Drained
WISCONSIN,CALUMET,Clay,5.57,4.56,100,Well Drained
WISCONSIN,DOOR,Loam,5.93,1.46,100,Moderately Drained
WISCONSIN,FOND DU LAC,Silt,6.33,1.02,50,Poorly Drained
WISCONSIN,KEWAUNEE,Clay,7.02,3.01,100,Poorly Drained
WISCONSIN,MANITOWOC,Sandy Loam,5.88,3.33,75,Moderately Drained
WISCONSIN,OUTAGAMIE,Clay,6.94,3.32,50,Poorly Drained
WISCONSIN,SHEBOYGAN,Loam,7.23,1.22,125,Poorly Drained
WISCONSIN,WINNEBAGO,Sandy Loam,6.41,2.26,50,Moderately Drained
WISCONSIN,CLARK,Clay,7.14,3.0,75,Poorly Drained
WISCONSIN,LINCOLN,Sandy Loam,6.61,1.87,50,Moderately Drained
WISCONSIN,MARATHON,Loam,6.77,4.49,50,Poorly Drained
WISCONSIN,PRICE,Silt,6.55,1.35,75,Moderately Drained
WISCONSIN,TAYLOR,Loam,6.43,2.95,50,Poorly Drained
WISCONSIN,LANGLADE,Loam,5.97,3.77,50,Poorly Drained
WISCONSIN,MARINETTE,Loam,6.11,2.05,75,Moderately Drained
WISCONSIN,OCONTO,Loam,6.08,3.5,100,Poorly Drained
WISCONSIN,SHAWANO,Silt,6.63,4.32,75,Moderately Drained
WISCONSIN,BARRON,Silt,5.74,1.76,50,Moderately Drained
WISCONSIN,BAYFIELD,Sandy Loam,7.33,4.67,125,Poorly Drained
WISCONSIN,BURNETT,Clay,6.94,3.21,125,Well Drained
WISCONSIN,CHIPPEWA,Silt,6.3,2.2,75,Poorly Drained
WISCONSIN,POLK,Silt,5.82,2.72,125,Well Drained
WISCONSIN,RUSK,Clay,7.26,2.25,50,Well Drained
WISCONSIN,SAWYER,Silt,7.15,3.9,50,Poorly Drained
WISCONSIN,WASHBURN,Loam,6.94,4.19,75,Well Drained
WISCONSIN,COLUMBIA,Loam,6.04,4.33,50,Moderately Drained
WISCONSIN,DANE,Clay,6.3,4.94,100,Moderately Drained
WISCONSIN,DODGE,Sandy Loam,5.71,4.17,50,Well Drained
WISCONSIN,GREEN,Sandy Loam,5.88,3.41,75,Moderately Drained
WISCONSIN,JEFFERSON,Clay,7.07,2.36,100,Poorly Drained
WISCONSIN,ROCK,Clay,6.93,3.18,100,Moderately Drained
WISCONSIN,KENOSHA,Loam,6.69,1.16,125,Well Drained
WISCONSIN,MILWAUKEE,Sandy Loam,7.29,3.98,50,Poorly Drained
WISCONSIN,OZAUKEE,Silt,6.67,2.78,75,Moderately Drained
WISCONSIN,RACINE,Loam,6.43,1.08,125,Poorly Drained
WISCONSIN,WALWORTH,Clay,6.18,1.25,125,Well Drained
WISCONSIN,WASHINGTON,Sandy Loam,7.38,2.55,50,Moderately Drained
WISCONSIN,WAUKESHA,Silt,5.67,3.33,50,Poorly Drained
WISCONSIN,CRAWFORD,Silt,7.36,2.86,75,Poorly Drained
WISCONSIN,GRANT,Loam,7.15,3.48,125,Moderately Drained
WISCONSIN,IOWA,Sandy Loam,5.76,2.92,75,Poorly Drained
WISCONSIN,LAFAYETTE,Sandy Loam,6.63,3.65,125,Poorly Drained
WISCONSIN,RICHLAND,Clay,7.23,1.88,125,Well Drained
WISCONSIN,SAUK,Sandy Loam,6.64,1.45,125,Well Drained
WISCONSIN,VERNON,Sandy Loam,7.31,3.39,50,Well Drained
WISCONSIN,BUFFALO,Loam,7.39,2.94,125,Well Drained
WISCONSIN,DUNN,Sandy Loam,6.34,1.11,125,Well Drained
WISCONSIN,EAU CLAIRE,Silt,6.25,2.52,125,Well Drained
WISCONSIN,JACKSON,Loam,7.37,1.42,100,Moderately Drained
WISCONSIN,LA CROSSE,Loam,6.85,3.13,50,Well Drained
WISCONSIN,MONROE,Clay,5.73,2.58,100,Poorly Drained
WISCONSIN,PEPIN,Sandy Loam,5.58,3.45,50,Moderately Drained
WISCONSIN,PIERCE,Clay,6.63,4.22,75,Poorly Drained
WISCONSIN,ST CROIX,Silt,7.36,2.2,100,Well Drained
WISCONSIN,TREMPEALEAU,Loam,7.19,4.85,75,Well Drained
ALABAMA,RUSSELL,Loam,6.85,3.14,125,Poorly Drained
ARKANSAS,CONWAY,Loam,5.78,3.47,75,Poorly Drained
ARKANSAS,INDEPENDENCE,Silt,6.01,3.72,75,Poorly Drained
ARKANSAS,LAWRENCE,Silt,7.25,3.67,75,Moderately Drained
ARKANSAS,LAFAYETTE,Clay,5.87,3.04,75,Well Drained
CALIFORNIA,SUTTER,Clay,6.06,2.72,50,Poorly Drained
CALIFORNIA,IMPERIAL,Clay,5.76,1.22,100,Well Drained
COLORADO,ADAMS,Sandy Loam,6.85,1.09,50,Poorly Drained
COLORADO,CHEYENNE,Loam,7.39,2.43,50,Well Drained
COLORADO,OTERO,Loam,6.04,2.33,50,Moderately Drained
COLORADO,MESA,Clay,6.45,2.55,75,Well Drained
GEORGIA,BLECKLEY,Loam,6.77,1.55,50,Poorly Drained
GEORGIA,DODGE,Clay,7.5,3.95,100,Well Drained
GEORGIA,MORGAN,Sandy Loam,5.71,4.43,50,Moderately Drained
GEORGIA,PEACH,Sandy Loam,6.5,4.75,125,Moderately Drained
GEORGIA,TREUTLEN,Silt,6.27,2.97,75,Well Drained
GEORGIA,DAWSON,Sandy Loam,7.23,3.8,125,Poorly Drained
GEORGIA,HART,Clay,6.45,4.42,100,Moderately Drained
GEORGIA,BARTOW,Sandy Loam,5.72,2.67,100,Moderately Drained
GEORGIA,CHATTOOGA,Silt,6.77,2.24,100,Well Drained
GEORGIA,POLK,Loam,7.04,4.75,100,Moderately Drained
GEORGIA,BEN HILL,Clay,5.51,3.06,50,Moderately Drained
GEORGIA,BACON,Loam,7.22,2.99,75,Poorly Drained
GEORGIA,BRANTLEY,Silt,5.87,1.71,100,Poorly Drained
GEORGIA,MITCHELL,Silt,6.6,1.43,125,Poorly Drained
GEORGIA,SEMINOLE,Silt,6.33,4.37,100,Well Drained
GEORGIA,CARROLL,Loam,6.94,3.46,75,Moderately Drained
IDAHO,JEROME,Loam,6.24,2.3,125,Well Drained
IDAHO,ADA,Loam,7.24,1.77,125,Moderately Drained
IDAHO,ELMORE,Loam,6.96,3.22,125,Moderately Drained
ILLINOIS,DE WITT,Silt,6.8,3.34,50,Moderately Drained
ILLINOIS,MARSHALL,Silt,7.09,1.83,100,Poorly Drained
ILLINOIS,DU PAGE,Clay,7.01,4.41,50,Well Drained
ILLINOIS,GRUNDY,Clay,5.57,1.34,125,Well Drained
ILLINOIS,GALLATIN,Loam,6.29,2.42,50,Moderately Drained
ILLINOIS,HAMILTON,Sandy Loam,7.36,3.72,50,Well Drained
ILLINOIS,ALEXANDER,Sandy Loam,5.75,2.1,50,Poorly Drained
ILLINOIS,WARREN,Silt,6.97,4.31,100,Well Drained
INDIANA,CARROLL,Silt,7.45,3.96,125,Moderately Drained
INDIANA,CASS,Silt,5.6,4.16,125,Poorly Drained
INDIANA,DE KALB,Clay,6.86,1.48,100,Poorly Drained
INDIANA,JACKSON,Clay,6.44,1.56,50,Moderately Drained
INDIANA,LAWRENCE,Silt,6.66,2.15,50,Well Drained
INDIANA,PERRY,Silt,5.67,3.07,75,Moderately Drained
INDIANA,WASHINGTON,Silt,5.59,3.99,75,Well Drained
INDIANA,DUBOIS,Sandy Loam,6.83,4.35,75,Well Drained
INDIANA,MARTIN,Clay,7.15,3.82,100,Poorly Drained
INDIANA,FOUNTAIN,Sandy Loam,7.06,4.71,125,Moderately Drained
INDIANA,PARKE,Sandy Loam,6.59,3.95,75,Poorly Drained
INDIANA,VERMILLION,Silt,5.7,2.23,125,Moderately Drained
IOWA,CERRO GORDO,Silt,6.88,2.06,125,Moderately Drained
IOWA,KOSSUTH,Loam,5.98,3.78,125,Poorly Drained
IOWA,BLACK HAWK,Loam,7.32,1.77,100,Moderately Drained
IOWA,EMMET,Sandy Loam,7.18,1.37,100,Moderately Drained
